City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,tolanaro,-25.0319,46.9987,24.04,88,20,3.09,MG,1706663169
343,filingue,14.3521,3.3168,20.65,18,5,4.87,NE,1706663169
344,amboasary,-25.0333,46.3833,21.77,89,52,3.7,MG,1706663169
345,gorgan,36.8387,54.4348,2.98,87,75,0.0,IR,1706663169
346,narsingi,18.0333,78.4333,17.33,63,34,3.47,IN,1706663169
347,santa ana,33.7456,-117.8678,23.91,65,75,2.06,US,1706662903
348,aksu,41.1231,80.2644,-2.52,62,100,1.41,CN,1706663170
349,altinyayla,39.2725,36.751,-9.38,87,87,2.84,TR,1706663170
350,ihosy,-22.4,46.1167,17.92,88,100,4.53,MG,1706663170
351,dryden,49.7833,-92.7503,-0.84,93,100,3.6,CA,1706663117
352,port douglas,-16.4833,145.4667,32.06,65,100,0.84,AU,1706662944
353,jumri tilaiya,24.4333,85.5167,11.66,60,9,0.4,IN,1706663170
354,mambajao,9.2504,124.7156,25.99,88,100,5.92,PH,1706663170
355,nayoro,44.3506,142.4578,-3.56,89,100,3.23,JP,1706663170
356,chibuto,-24.6867,33.5306,23.03,80,82,2.14,MZ,1706663171
357,fukuyama,34.4833,133.3667,8.85,60,80,2.24,JP,1706663171
358,luga,58.7372,29.8453,-0.33,95,100,2.84,RU,1706663171
359,ziro,27.6333,93.8333,3.41,95,100,1.09,IN,1706663171
360,port blair,11.6667,92.75,26.02,89,40,1.03,IN,1706663171
